"","X","tree_id","division","family","genus","species","latitude","longitude","stem_diameter_cm","height_m","crown_radius_m","height_outlier","crown_radius_outlier","reference_id","count","pft"
"8265",422383,"T_422383","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,25.5,12.9,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8266",426633,"T_426633","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,32,14.3,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8267",427513,"T_427513","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,34,16.1,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8268",430197,"T_430197","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,42,20.1,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8269",430198,"T_430198","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,42,9.1,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8270",430199,"T_430199","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,42,11.7,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8271",430910,"T_430910","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,45.1,18.4,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8272",431104,"T_431104","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,46,19.3,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8273",431317,"T_431317","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,47,15.4,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8274",431956,"T_431956","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,50.9,14.1,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8275",431996,"T_431996","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,51,22,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8276",432291,"T_432291","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,53,18,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8277",432663,"T_432663","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,56,15.3,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8278",432988,"T_432988","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,59,11.5,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8279",433834,"T_433834","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,69,21.3,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8280",434621,"T_434621","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,84,9.6,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8281",434622,"T_434622","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,84,18.9,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8282",434691,"T_434691","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,86,21.9,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8283",434897,"T_434897","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,93,22.3,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8284",435120,"T_435120","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,105,13.6,NA,"N","N",59,372,"med_sclerophyll_resprout"
"8285",498570,"T_498570","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,85,23.2,8.65,"N","N",68,372,"med_sclerophyll_resprout"
"8286",498606,"T_498606","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,107,18.2,7.1,"N","N",68,372,"med_sclerophyll_resprout"
"8287",498622,"T_498622","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.199,120.654,120,11.8,7.4,"N","N",68,372,"med_sclerophyll_resprout"
"8288",498633,"T_498633","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,129,16.9,7.05,"N","N",68,372,"med_sclerophyll_resprout"
"8289",498665,"T_498665","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,162,19.4,5.3,"N","N",68,372,"med_sclerophyll_resprout"
"8290",498671,"T_498671","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.651,170,12.3,2.1,"N","Y",68,372,"med_sclerophyll_resprout"
"8291",498672,"T_498672","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,170,13.8,6.9,"N","N",68,372,"med_sclerophyll_resprout"
"8292",498679,"T_498679","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,180,16.6,4.65,"N","N",68,372,"med_sclerophyll_resprout"
"8293",498682,"T_498682","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,184,15.9,6.1,"N","N",68,372,"med_sclerophyll_resprout"
"8294",498694,"T_498694","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,216,10.9,7.4,"N","N",68,372,"med_sclerophyll_resprout"
"8295",498697,"T_498697","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,218,15.8,7.6,"N","N",68,372,"med_sclerophyll_resprout"
"8296",498698,"T_498698","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,220,20.4,6.8,"N","N",68,372,"med_sclerophyll_resprout"
"8297",498701,"T_498701","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,227,16.7,5.85,"N","N",68,372,"med_sclerophyll_resprout"
"8298",498709,"T_498709","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.642,245,21.8,5.6,"N","N",68,372,"med_sclerophyll_resprout"
"8299",498712,"T_498712","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,250,12.3,9.1,"N","N",68,372,"med_sclerophyll_resprout"
"8300",498713,"T_498713","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.199,120.654,250,20.3,8,"N","N",68,372,"med_sclerophyll_resprout"
"8301",498722,"T_498722","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,271,25.9,9,"N","N",68,372,"med_sclerophyll_resprout"
"8302",498726,"T_498726","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.199,120.654,280,19.5,10,"N","N",68,372,"med_sclerophyll_resprout"
"8303",498728,"T_498728","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,290,18.1,7.9,"N","N",68,372,"med_sclerophyll_resprout"
"8304",498730,"T_498730","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,293,11.2,6.65,"N","N",68,372,"med_sclerophyll_resprout"
"8305",498732,"T_498732","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,295,9.8,4.1,"N","N",68,372,"med_sclerophyll_resprout"
"8306",498734,"T_498734","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,307,21.8,8.3,"N","N",68,372,"med_sclerophyll_resprout"
"8307",498736,"T_498736","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.199,120.654,329,11,7.05,"N","N",68,372,"med_sclerophyll_resprout"
"8308",498737,"T_498737","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.192,120.656,341,7.6,7.25,"Y","N",68,372,"med_sclerophyll_resprout"
"8309",498740,"T_498740","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salmonophloia",-30.186,120.67,385,17.2,4.15,"N","N",68,372,"med_sclerophyll_resprout"
"8977",389626,"T_389626","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,7,6.1,NA,"N","N",59,411,"med_sclerophyll_seed"
"8978",390654,"T_390654","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,8,5.2,NA,"N","N",59,411,"med_sclerophyll_seed"
"8979",390655,"T_390655","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,8,4.6,NA,"N","N",59,411,"med_sclerophyll_seed"
"8980",408335,"T_408335","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,15,11.5,NA,"N","N",59,411,"med_sclerophyll_seed"
"8981",418376,"T_418376","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,21.5,12.3,NA,"N","N",59,411,"med_sclerophyll_seed"
"8982",418377,"T_418377","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,21.5,8.6,NA,"N","N",59,411,"med_sclerophyll_seed"
"8983",420292,"T_420292","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,23.2,11.4,NA,"N","N",59,411,"med_sclerophyll_seed"
"8984",420794,"T_420794","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,23.9,11.9,NA,"N","N",59,411,"med_sclerophyll_seed"
"8985",425232,"T_425232","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,29.6,10.7,NA,"N","N",59,411,"med_sclerophyll_seed"
"8986",425869,"T_425869","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,30.6,11.3,NA,"N","N",59,411,"med_sclerophyll_seed"
"8987",426146,"T_426146","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,31,13.1,NA,"N","N",59,411,"med_sclerophyll_seed"
"8988",428312,"T_428312","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,36,11.5,NA,"N","N",59,411,"med_sclerophyll_seed"
"8989",429302,"T_429302","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,39,12.7,NA,"N","N",59,411,"med_sclerophyll_seed"
"8990",429661,"T_429661","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,40.1,16.5,NA,"N","N",59,411,"med_sclerophyll_seed"
"8991",429961,"T_429961","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,41.1,14.1,NA,"N","N",59,411,"med_sclerophyll_seed"
"8992",430101,"T_430101","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,41.8,13.9,NA,"N","N",59,411,"med_sclerophyll_seed"
"8993",431679,"T_431679","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,49,8.7,NA,"N","N",59,411,"med_sclerophyll_seed"
"8994",432145,"T_432145","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,52,10.6,NA,"N","N",59,411,"med_sclerophyll_seed"
"8995",432146,"T_432146","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,52,12.9,NA,"N","N",59,411,"med_sclerophyll_seed"
"8996",432771,"T_432771","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,57,15.7,NA,"N","N",59,411,"med_sclerophyll_seed"
"8997",434692,"T_434692","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,86,19.9,NA,"N","N",59,411,"med_sclerophyll_seed"
"8998",498337,"T_498337","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,34,12.1,3.85,"N","N",68,411,"med_sclerophyll_seed"
"8999",498639,"T_498639","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.642,134,15.9,6.6,"N","N",68,411,"med_sclerophyll_seed"
"9000",498640,"T_498640","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.642,135,13.1,6.15,"N","N",68,411,"med_sclerophyll_seed"
"9001",498646,"T_498646","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.642,141,11.4,7.4,"N","N",68,411,"med_sclerophyll_seed"
"9002",498653,"T_498653","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.199,120.654,148,11,5.1,"N","N",68,411,"med_sclerophyll_seed"
"9003",498668,"T_498668","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,167,18.7,7,"N","N",68,411,"med_sclerophyll_seed"
"9004",498678,"T_498678","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,180,12.2,4.3,"N","N",68,411,"med_sclerophyll_seed"
"9005",498735,"T_498735","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus salubris",-30.192,120.651,316,11.2,10.25,"N","N",68,411,"med_sclerophyll_seed"
"9030",498612,"T_498612","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,113,12.7,3.7,"N","N",68,245,"med_sclerophyll_seed"
"9031",498632,"T_498632","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,129,14,4.8,"N","N",68,245,"med_sclerophyll_seed"
"9032",498647,"T_498647","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,143,15.1,4.95,"N","N",68,245,"med_sclerophyll_seed"
"9033",498654,"T_498654","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,149,15,4.3,"N","N",68,245,"med_sclerophyll_seed"
"9034",498656,"T_498656","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,151,12.2,3.65,"N","N",68,245,"med_sclerophyll_seed"
"9035",498674,"T_498674","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,174,20.7,6.15,"N","N",68,245,"med_sclerophyll_seed"
"9036",498677,"T_498677","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.199,120.654,178,15.8,9,"N","N",68,245,"med_sclerophyll_seed"
"9037",498687,"T_498687","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,198,21,6.3,"N","N",68,245,"med_sclerophyll_seed"
"9038",498703,"T_498703","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,230,13.1,5.75,"N","N",68,245,"med_sclerophyll_seed"
"9039",498705,"T_498705","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.199,120.654,233,16.9,7.15,"N","N",68,245,"med_sclerophyll_seed"
"9040",498707,"T_498707","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus transcontinentalis",-30.192,120.642,242,14,6.15,"N","N",68,245,"med_sclerophyll_seed"
"15945",330692,"T_330692","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,11.1,12.1,NA,"N","N",43,1,"subalpine_tree"
"15946",331666,"T_331666","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,15.9,17.1,NA,"N","N",43,1,"subalpine_tree"
"15947",332468,"T_332468","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,24,21.5,NA,"N","N",43,1,"subalpine_tree"
"15948",332985,"T_332985","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,36.7,29.2,NA,"N","N",43,1,"subalpine_tree"
"15949",333153,"T_333153","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,45.7,30.1,NA,"N","N",43,1,"subalpine_tree"
"15950",333265,"T_333265","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,56.2,33.1,NA,"N","N",43,1,"subalpine_tree"
"15951",333347,"T_333347","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,68.8,37.6,NA,"N","N",43,1,"subalpine_tree"
"15952",333415,"T_333415","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,87.5,42.7,NA,"N","N",43,1,"subalpine_tree"
"15953",333432,"T_333432","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,101,48.6,NA,"N","N",43,1,"subalpine_tree"
"15954",333441,"T_333441","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-35.1,148.7,113,47.6,NA,"N","N",43,1,"subalpine_tree"
"15955",394796,"T_394796","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,10.5,12,NA,"N","N",59,1,"subalpine_tree"
"15956",396909,"T_396909","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,11,8.2,NA,"N","N",59,1,"subalpine_tree"
"15957",396939,"T_396939","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,11,9.5,NA,"N","N",59,1,"subalpine_tree"
"15958",398512,"T_398512","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,11.5,11.2,NA,"N","N",59,1,"subalpine_tree"
"15959",399009,"T_399009","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,11.7,10.8,NA,"N","N",59,1,"subalpine_tree"
"15960",400561,"T_400561","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,12.1,8.2,NA,"N","N",59,1,"subalpine_tree"
"15961",400880,"T_400880","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,12.2,13.1,NA,"N","N",59,1,"subalpine_tree"
"15962",401127,"T_401127","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,12.3,14.9,NA,"N","N",59,1,"subalpine_tree"
"15963",401357,"T_401357","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,12.4,16.1,NA,"N","N",59,1,"subalpine_tree"
"15964",406347,"T_406347","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,14.2,16.3,NA,"N","N",59,1,"subalpine_tree"
"15965",410848,"T_410848","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,16.3,33.4,NA,"N","N",59,1,"subalpine_tree"
"15966",412465,"T_412465","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,17.2,17.4,NA,"N","N",59,1,"subalpine_tree"
"15967",413006,"T_413006","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,17.6,19.4,NA,"N","N",59,1,"subalpine_tree"
"15968",414691,"T_414691","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,18.7,16.2,NA,"N","N",59,1,"subalpine_tree"
"15969",414945,"T_414945","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,18.9,17.1,NA,"N","N",59,1,"subalpine_tree"
"15970",418702,"T_418702","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,21.8,17.5,NA,"N","N",59,1,"subalpine_tree"
"15971",419265,"T_419265","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,22.2,20.1,NA,"N","N",59,1,"subalpine_tree"
"15972",419528,"T_419528","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,22.5,20.8,NA,"N","N",59,1,"subalpine_tree"
"15973",420219,"T_420219","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.424,146.401,23.1,18.6,NA,"N","N",59,1,"subalpine_tree"
"15974",422042,"T_422042","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,25,9.8,NA,"N","N",59,1,"subalpine_tree"
"15975",423098,"T_423098","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,26.4,24.9,NA,"N","N",59,1,"subalpine_tree"
"15976",423342,"T_423342","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,26.8,25.4,NA,"N","N",59,1,"subalpine_tree"
"15977",425197,"T_425197","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,29.5,24.3,NA,"N","N",59,1,"subalpine_tree"
"15978",425629,"T_425629","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,30.1,14.2,NA,"N","N",59,1,"subalpine_tree"
"15979",425834,"T_425834","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,30.5,27.7,NA,"N","N",59,1,"subalpine_tree"
"15980",426273,"T_426273","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,31.3,33.2,NA,"N","N",59,1,"subalpine_tree"
"15981",426313,"T_426313","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.677,146.406,31.4,12.1,NA,"N","N",59,1,"subalpine_tree"
"15982",426419,"T_426419","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.424,146.401,31.7,25.7,NA,"N","N",59,1,"subalpine_tree"
"15983",426676,"T_426676","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,32.1,17,NA,"N","N",59,1,"subalpine_tree"
"15984",426770,"T_426770","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.333,147.573,32.4,22.6,NA,"N","N",59,1,"subalpine_tree"
"15985",427526,"T_427526","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,34,15.6,NA,"N","N",59,1,"subalpine_tree"
"15986",428070,"T_428070","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.424,146.401,35.5,17.8,NA,"N","N",59,1,"subalpine_tree"
"15987",428352,"T_428352","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,36.1,24,NA,"N","N",59,1,"subalpine_tree"
"15988",428474,"T_428474","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.781,148.026,36.5,20.2,NA,"N","N",59,1,"subalpine_tree"
"15989",428777,"T_428777","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,37.4,38,NA,"N","N",59,1,"subalpine_tree"
"15990",428833,"T_428833","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,37.6,22.3,NA,"N","N",59,1,"subalpine_tree"
"15991",429006,"T_429006","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,38,25.8,NA,"N","N",59,1,"subalpine_tree"
"15992",429846,"T_429846","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,40.9,35.8,NA,"N","N",59,1,"subalpine_tree"
"15993",430456,"T_430456","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,43,36,NA,"N","N",59,1,"subalpine_tree"
"15994",430514,"T_430514","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.424,146.401,43.3,27,NA,"N","N",59,1,"subalpine_tree"
"15995",430614,"T_430614","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,43.8,16.5,NA,"N","N",59,1,"subalpine_tree"
"15996",430737,"T_430737","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,44.3,28.1,NA,"N","N",59,1,"subalpine_tree"
"15997",430824,"T_430824","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,44.9,15.6,NA,"N","N",59,1,"subalpine_tree"
"15998",430825,"T_430825","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,44.9,18.4,NA,"N","N",59,1,"subalpine_tree"
"15999",430991,"T_430991","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.525,146.923,45.5,23.8,NA,"N","N",59,1,"subalpine_tree"
"16000",431455,"T_431455","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.333,147.573,47.9,20.6,NA,"N","N",59,1,"subalpine_tree"
"16001",432636,"T_432636","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,55.8,39.1,NA,"N","N",59,1,"subalpine_tree"
"16002",432788,"T_432788","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.191,147.479,57.2,27.6,NA,"N","N",59,1,"subalpine_tree"
"16003",432916,"T_432916","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.746,148.002,58.3,30.4,NA,"N","N",59,1,"subalpine_tree"
"16004",433005,"T_433005","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,59.1,44.7,NA,"N","N",59,1,"subalpine_tree"
"16005",433134,"T_433134","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,60.3,33.5,NA,"N","N",59,1,"subalpine_tree"
"16006",433255,"T_433255","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.676,147.909,61.6,33.8,NA,"N","N",59,1,"subalpine_tree"
"16007",433339,"T_433339","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-41.311,147.539,62.5,39,NA,"N","N",59,1,"subalpine_tree"
"16008",433427,"T_433427","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.64,146.496,63.6,29.4,NA,"N","N",59,1,"subalpine_tree"
"16009",433483,"T_433483","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.64,146.496,64.3,21.4,NA,"N","N",59,1,"subalpine_tree"
"16010",433721,"T_433721","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-36.746,148.002,67.2,30.6,NA,"N","N",59,1,"subalpine_tree"
"16011",434149,"T_434149","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.424,146.401,74,25.1,NA,"N","N",59,1,"subalpine_tree"
"16012",434533,"T_434533","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.191,147.479,81.6,23,NA,"N","N",59,1,"subalpine_tree"
"16013",434580,"T_434580","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus dalrympleana",-37.191,147.479,82.8,24.9,NA,"N","N",59,1,"subalpine_tree"
