"","X","tree_id","division","family","genus","species","latitude","longitude","stem_diameter_cm","height_m","crown_radius_m","height_outlier","crown_radius_outlier","reference_id","count","pft"
"21356",420646,"T_420646","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.28,152.537,23.7,27.1,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21357",420929,"T_420929","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,24,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21358",420930,"T_420930","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,24,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21359",420931,"T_420931","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,24,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21360",420940,"T_420940","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,24,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21361",420945,"T_420945","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,24,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21362",420947,"T_420947","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,24,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21363",420965,"T_420965","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,24,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21364",420966,"T_420966","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,24,11,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21365",421069,"T_421069","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,24,17.8,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21366",421070,"T_421070","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,24,16.8,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21367",421387,"T_421387","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,24.4,28.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21368",421478,"T_421478","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,24.5,20.1,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21369",421900,"T_421900","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,25,9,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21370",421926,"T_421926","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,25,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21371",421994,"T_421994","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.537,153.129,25,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21372",422008,"T_422008","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,25,5,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21373",422015,"T_422015","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,25,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21374",422016,"T_422016","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,25,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21375",422384,"T_422384","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,25.5,24.3,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21376",422506,"T_422506","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,25.7,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21377",422735,"T_422735","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,26,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21378",422739,"T_422739","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,26,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21379",422741,"T_422741","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,26,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21380",422748,"T_422748","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,26,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21381",422767,"T_422767","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,26,10,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21382",422852,"T_422852","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,26,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21383",422971,"T_422971","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,26.2,23,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21384",423155,"T_423155","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,26.5,26.2,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21385",423504,"T_423504","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,27,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21386",423507,"T_423507","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,27,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21387",423508,"T_423508","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,27,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21388",423577,"T_423577","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,27,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21389",423607,"T_423607","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,27,16.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21390",423671,"T_423671","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,27.1,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21391",423796,"T_423796","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,27.3,22.2,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21392",424210,"T_424210","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,28,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21393",424211,"T_424211","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,28,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21394",424212,"T_424212","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,28,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21395",424222,"T_424222","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,28,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21396",424235,"T_424235","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,28,12,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21397",424238,"T_424238","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,28,13,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21398",424241,"T_424241","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,28,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21399",424245,"T_424245","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,28,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21400",424287,"T_424287","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,28,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21401",424312,"T_424312","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,28,13,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21402",424640,"T_424640","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,28.7,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21403",424823,"T_424823","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,29,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21404",424824,"T_424824","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,29,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21405",424825,"T_424825","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,29,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21406",424846,"T_424846","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,29,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21407",424852,"T_424852","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,29,13,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21408",424899,"T_424899","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.537,153.129,29,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21409",424903,"T_424903","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,29,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21410",425078,"T_425078","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,29.3,26.9,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21411",425286,"T_425286","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-30.24,153.092,29.7,33.8,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21412",425334,"T_425334","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,29.8,27.1,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21413",425378,"T_425378","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,29.9,25.8,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21414",425449,"T_425449","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,30,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21415",425454,"T_425454","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,30,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21416",425459,"T_425459","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,30,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21417",425474,"T_425474","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,30,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21418",425477,"T_425477","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,30,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21419",425481,"T_425481","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.426,152.767,30,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21420",425533,"T_425533","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.537,153.129,30,21,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21421",425903,"T_425903","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.28,152.537,30.7,26.2,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21422",426052,"T_426052","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,31,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21423",426053,"T_426053","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,31,21,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21424",426080,"T_426080","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,31,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21425",426088,"T_426088","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.431,152.9,31,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21426",426119,"T_426119","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.09,31,26,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21427",426141,"T_426141","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,31,13,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21428",426142,"T_426142","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,31,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21429",426189,"T_426189","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.28,152.537,31.1,23.6,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21430",426190,"T_426190","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,31.1,31,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21431",426379,"T_426379","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,31.6,20.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21432",426536,"T_426536","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,32,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21433",426538,"T_426538","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,32,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21434",426541,"T_426541","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,32,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21435",426544,"T_426544","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,32,21,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21436",426610,"T_426610","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.537,153.129,32,24,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21437",426701,"T_426701","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,32.2,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21438",426999,"T_426999","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,33,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21439",427017,"T_427017","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,33,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21440",427167,"T_427167","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,33.2,24.3,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21441",427446,"T_427446","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,34,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21442",427458,"T_427458","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,34,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21443",427461,"T_427461","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,34,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21444",427483,"T_427483","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,34,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21445",427503,"T_427503","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,34,24,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21446",427504,"T_427504","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,34,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21447",427616,"T_427616","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,34.3,25.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21448",427617,"T_427617","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,34.3,23.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21449",427726,"T_427726","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,34.6,32.3,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21450",427857,"T_427857","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,35,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21451",427890,"T_427890","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.477,152.939,35,13,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21452",427892,"T_427892","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.09,35,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21453",427893,"T_427893","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,35,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21454",427900,"T_427900","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.537,153.129,35,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21455",428222,"T_428222","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.375,152.996,36,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21456",428223,"T_428223","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.375,152.996,36,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21457",428239,"T_428239","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,36,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21458",428241,"T_428241","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,36,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21459",428256,"T_428256","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.431,152.9,36,21,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21460",428399,"T_428399","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,36.3,29.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21461",428429,"T_428429","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,36.4,31,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21462",428618,"T_428618","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,37,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21463",428634,"T_428634","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,37,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21464",428674,"T_428674","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,37,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21465",428918,"T_428918","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.311,152.746,38,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21466",428936,"T_428936","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,38,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21467",428947,"T_428947","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,38,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21468",428981,"T_428981","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,38,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21469",429195,"T_429195","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,38.8,30.2,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21470",429288,"T_429288","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,39,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21471",429499,"T_429499","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,39.8,28.5,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21472",429500,"T_429500","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,39.8,29.1,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21473",429574,"T_429574","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,40,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21474",429615,"T_429615","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,40,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21475",429619,"T_429619","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,40,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21476",429673,"T_429673","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,40.2,29,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21477",429767,"T_429767","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,40.6,37,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21478",429875,"T_429875","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,41,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21479",429880,"T_429880","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,41,24,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21480",429881,"T_429881","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,41,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21481",429909,"T_429909","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.09,41,28,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21482",429923,"T_429923","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,41,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21483",429924,"T_429924","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,41,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21484",429962,"T_429962","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,41.1,34.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21485",430153,"T_430153","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,42,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21486",430193,"T_430193","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,42,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21487",430246,"T_430246","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,42.2,32.1,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21488",430308,"T_430308","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.592,152.62,42.5,43.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21489",430404,"T_430404","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.311,152.746,43,25,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21490",430411,"T_430411","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,43,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21491",430412,"T_430412","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.407,152.753,43,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21492",430415,"T_430415","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,43,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21493",430438,"T_430438","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,43,23,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21494",430440,"T_430440","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,43,19,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21495",430446,"T_430446","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.544,153.054,43,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21496",430491,"T_430491","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-30.24,153.092,43.2,51.6,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21497",430590,"T_430590","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-31.242,152.462,43.7,29.4,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21498",430656,"T_430656","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,44,17,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21499",430658,"T_430658","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.384,152.754,44,27,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21500",430848,"T_430848","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,45,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21501",430853,"T_430853","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,45,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21502",430854,"T_430854","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,45,14,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21503",430868,"T_430868","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.09,45,28,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21504",430869,"T_430869","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,45,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21505",430872,"T_430872","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.511,153.12,45,22,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21506",431081,"T_431081","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,46,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21507",431097,"T_431097","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.574,153.178,46,15,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21508",431282,"T_431282","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.379,152.742,47,18,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21509",431291,"T_431291","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,47,16,NA,"N","N",59,204,"tall_sclerophyll_resprout"
"21510",431293,"T_431293","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus microcorys",-27.414,152.779,47,20,NA,"N","N",59,204,"tall_sclerophyll_resprout"
